市区町村名,都道府県,緯度,経度
九十九里町,千葉県,35.535,140.4405556
芝山町,千葉県,35.69305556,140.4141667
横芝光町,千葉県,35.66555556,140.5041667
一宮町,千葉県,35.37277778,140.3688889
睦沢町,千葉県,35.36111111,140.3191667
長生村,千葉県,35.41222222,140.3541667
白子町,千葉県,35.45444444,140.3744444
長柄町,千葉県,35.43111111,140.2269444
長南町,千葉県,35.38666667,140.2372222
大多喜町,千葉県,35.285,140.2455556
御宿町,千葉県,35.19166667,140.3486111
鋸南町,千葉県,35.11111111,139.8355556
千代田区,東京都,35.69388889,139.7536111
中央区,東京都,35.67083333,139.7722222
港区,東京都,35.65805556,139.7516667
新宿区,東京都,35.69388889,139.7036111
文京区,東京都,35.70805556,139.7522222
台東区,東京都,35.71277778,139.78
墨田区,東京都,35.71055556,139.8016667
江東区,東京都,35.67305556,139.8172222
品川区,東京都,35.60888889,139.7302778
目黒区,東京都,35.64138889,139.6983333
大田区,東京都,35.56138889,139.7161111
世田谷区,東京都,35.64611111,139.6530556
渋谷区,東京都,35.66388889,139.6980556
中野区,東京都,35.7075,139.6638889
杉並区,東京都,35.69944444,139.6363889
豊島区,東京都,35.726121,139.716678
北区,東京都,35.75277778,139.7336111
荒川区,東京都,35.73611111,139.7833333
板橋区,東京都,35.75111111,139.7094444
練馬区,東京都,35.73555556,139.6522222
足立区,東京都,35.775,139.8047222
葛飾区,東京都,35.74333333,139.8472222
江戸川区,東京都,35.70666667,139.8683333
八王子市,東京都,35.66666667,139.3158333
立川市,東京都,35.71388888,139.4077778
武蔵野市,東京都,35.71777778,139.5661111
三鷹市,東京都,35.68333333,139.5594444
青梅市,東京都,35.78777778,139.2758333
府中市,東京都,35.66888889,139.4777778
昭島市,東京都,35.70555556,139.3536111
調布市,東京都,35.65055556,139.5408333
町田市,東京都,35.546559,139.438527
小金井市,東京都,35.69944444,139.5030556
小平市,東京都,35.72861111,139.4775
日野市,東京都,35.67138889,139.395
東村山市,東京都,35.75472222,139.4686111
国分寺市,東京都,35.71083333,139.4622222
国立市,東京都,35.68388889,139.4413889
福生市,東京都,35.73861111,139.3266667
狛江市,東京都,35.63472222,139.5786111
東大和市,東京都,35.74555556,139.4266667
清瀬市,東京都,35.78583333,139.5263889
東久留米市,東京都,35.75805556,139.5297222
武蔵村山市,東京都,35.75472222,139.3875
多摩市,東京都,35.63694444,139.4463889
稲城市,東京都,35.63805556,139.5047222
羽村市,東京都,35.76722222,139.3111111
あきる野市,東京都,35.72888889,139.2941667
西東京市,東京都,35.72583333,139.5386111
瑞穂町,東京都,35.77194444,139.3538889
日の出町,東京都,35.74222222,139.2575
檜原村,東京都,35.72694444,139.1488889
奥多摩町,東京都,35.80972222,139.0963889
大島町,東京都,34.75,139.3558333
利島村,東京都,34.52944444,139.2822222
新島村,東京都,34.37694444,139.2572222
神津島村,東京都,34.20555556,139.1347222
三宅村,東京都,34.07583333,139.4797222
御蔵島村,東京都,33.89722222,139.5958333
八丈町,東京都,33.112802,139.789065
青ヶ島村,東京都,32.46694444,139.7633333
小笠原村,東京都,27.09444444,142.1919444
横浜市,神奈川県,35.450195,139.634903
横浜市 鶴見区,神奈川県,35.50833333,139.6825
横浜市 神奈川区,神奈川県,35.47694444,139.6294444
横浜市 西区,神奈川県,35.45361111,139.6169444
横浜市 中区,神奈川県,35.44472222,139.6422222
横浜市 南区,神奈川県,35.43138889,139.6088889
横浜市 保土ケ谷区,神奈川県,35.46,139.5961111
横浜市 磯子区,神奈川県,35.40222222,139.6188889
横浜市 金沢区,神奈川県,35.3375,139.6244444
横浜市 港北区,神奈川県,35.51888889,139.6330556
横浜市 戸塚区,神奈川県,35.39638889,139.5325
横浜市 港南区,神奈川県,35.40055556,139.5913889
横浜市 旭区,神奈川県,35.47472222,139.5447222
横浜市 緑区,神奈川県,35.5125,139.5380556
横浜市 瀬谷区,神奈川県,35.46638889,139.4991667
横浜市 栄区,神奈川県,35.36444444,139.5541667
横浜市 泉区,神奈川県,35.41777778,139.4886111
横浜市 青葉区,神奈川県,35.55277778,139.5372222
横浜市 都筑区,神奈川県,35.54472222,139.5705556
川崎市,神奈川県,35.53083333,139.7030556
川崎市 川崎区,神奈川県,35.52972222,139.7038889
川崎市 幸区,神奈川県,35.54444444,139.6875
川崎市 中原区,神奈川県,35.57611111,139.6558333
川崎市 高津区,神奈川県,35.59944444,139.6080556
川崎市 多摩区,神奈川県,35.61972222,139.5619444
川崎市 宮前区,神奈川県,35.58916667,139.5786111
川崎市 麻生区,神奈川県,35.60388889,139.5058333
相模原市,神奈川県,35.57138889,139.3733333
相模原市 緑区,神奈川県,35.59611111,139.345
相模原市 中央区,神奈川県,35.57138889,139.3733333
相模原市 南区,神奈川県,35.53027778,139.4302778
横須賀市,神奈川県,35.28138889,139.6722222
平塚市,神奈川県,35.33555556,139.3497222
鎌倉市,神奈川県,35.31916667,139.5469444
藤沢市,神奈川県,35.33916667,139.4913889
小田原市,神奈川県,35.26472222,139.1522222
茅ヶ崎市,神奈川県,35.33388889,139.4047222
逗子市,神奈川県,35.29555556,139.5802778
三浦市,神奈川県,35.14416667,139.6205556
秦野市,神奈川県,35.37472222,139.2202778
厚木市,神奈川県,35.44305556,139.3625
大和市,神奈川県,35.4875,139.4580556
伊勢原市,神奈川県,35.40277778,139.315
海老名市,神奈川県,35.44638889,139.3908333
座間市,神奈川県,35.48861111,139.4075
南足柄市,神奈川県,35.32055556,139.1
綾瀬市,神奈川県,35.43722222,139.4269444
葉山町,神奈川県,35.27194444,139.5863889
寒川町,神奈川県,35.37305556,139.3841667
大磯町,神奈川県,35.30694444,139.3113889
二宮町,神奈川県,35.29944444,139.2552778
中井町,神奈川県,35.33083333,139.2188889
大井町,神奈川県,35.32666667,139.1563889
松田町,神奈川県,35.34833333,139.1394444
山北町,神奈川県,35.36055556,139.0838889
開成町,神奈川県,35.33638889,139.1233333
箱根町,神奈川県,35.2325,139.1069444
真鶴町,神奈川県,35.15833333,139.1372222
湯河原町,神奈川県,35.14777778,139.1083333
愛川町,神奈川県,35.52888889,139.3216667
清川村,神奈川県,35.48222222,139.2763889
新潟市,新潟県,37.91611111,139.0363889
新潟市 北区,新潟県,37.91638889,139.2186111
新潟市 東区,新潟県,37.92477958,139.0925915
新潟市 中央区,新潟県,37.91611111,139.0363889
新潟市 江南区,新潟県,37.86777778,139.0941667
新潟市 秋葉区,新潟県,37.78861111,139.1144444
新潟市 南区,新潟県,37.76583333,139.0191667
新潟市 西区,新潟県,37.87388889,138.9716667
新潟市 西蒲区,新潟県,37.76055556,138.8891667
長岡市,新潟県,37.446587,138.851224
三条市,新潟県,37.63638889,138.9616667
柏崎市,新潟県,37.364903,138.557756
新発田市,新潟県,37.947954,139.327151
小千谷市,新潟県,37.31444444,138.795
加茂市,新潟県,37.66638889,139.0402778
十日町市,新潟県,37.1275,138.7555556
見附市,新潟県,37.53138889,138.9127778
村上市,新潟県,38.22416667,139.48
燕市,新潟県,37.673149,138.882249
糸魚川市,新潟県,37.03888889,137.8627778
妙高市,新潟県,37.02526874,138.2533423
五泉市,新潟県,37.74472222,139.1825
上越市,新潟県,37.14805556,138.2361111
阿賀野市,新潟県,37.83444444,139.2258333
佐渡市,新潟県,38.01805556,138.3683333
魚沼市,新潟県,37.236431,138.963775
南魚沼市,新潟県,37.06555556,138.8761111
胎内市,新潟県,38.05972222,139.4102778
聖籠町,新潟県,37.97444444,139.2744444
弥彦村,新潟県,37.69111111,138.8552778
田上町,新潟県,37.69888889,139.0580556
阿賀町,新潟県,37.67555556,139.4586111
出雲崎町,新潟県,37.53083333,138.7094444
湯沢町,新潟県,36.93388889,138.8175
津南町,新潟県,37.01416667,138.6525
刈羽村,新潟県,37.42222222,138.6225
関川村,新潟県,38.08944444,139.565
粟島浦村,新潟県,38.46833333,139.2547222
富山市,富山県,36.69583333,137.2136111
高岡市,富山県,36.75416667,137.0261111
魚津市,富山県,36.8275,137.4091667
氷見市,富山県,36.855978,136.972868
滑川市,富山県,36.76444444,137.3411111
黒部市,富山県,36.87151,137.448028
砺波市,富山県,36.6475,136.9622222
小矢部市,富山県,36.67555556,136.8686111
南砺市,富山県,36.557453,136.875434
射水市,富山県,36.730479,137.075399
舟橋村,富山県,36.70361111,137.3075
上市町,富山県,36.69833333,137.3625
立山町,富山県,36.66333333,137.3136111
入善町,富山県,36.93361111,137.5022222
朝日町,富山県,36.94638889,137.56
金沢市,石川県,36.56083333,136.6566667
七尾市,石川県,37.04305556,136.9672222
小松市,石川県,36.40861111,136.4455556
輪島市,石川県,37.39055556,136.8991667
珠洲市,石川県,37.43638889,137.2602778
加賀市,石川県,36.30277778,136.315
羽咋市,石川県,36.89361111,136.7788889
かほく市,石川県,36.72,136.7066667
白山市,石川県,36.51444444,136.5655556
能美市,石川県,36.446888,136.554028
野々市市,石川県,36.51944444,136.6097222
川北町,石川県,36.46861111,136.5422222
津幡町,石川県,36.66861111,136.7283333
内灘町,石川県,36.65361111,136.645
志賀町,石川県,37.00638889,136.7780556
宝達志水町,石川県,36.86277778,136.7977778
中能登町,石川県,36.98888889,136.9016667
穴水町,石川県,37.23111111,136.9125
能登町,石川県,37.310414,137.147782
福井市,福井県,36.06416667,136.2194444
敦賀市,福井県,35.64527778,136.0555556
小浜市,福井県,35.49555556,135.7466667
大野市,福井県,35.98055556,136.4875
勝山市,福井県,36.06083333,136.5005556
鯖江市,福井県,35.95666667,136.1844444
あわら市,福井県,36.21138889,136.2288889
越前市,福井県,35.90333333,136.1691667
坂井市,福井県,36.16694444,136.2316667
永平寺町,福井県,36.09222222,136.2986111
池田町,福井県,35.89027778,136.3441667
南越前町,福井県,35.835,136.1944444
越前町,福井県,35.97416667,136.1297222
美浜町,福井県,35.60055556,135.9405556
高浜町,福井県,35.487904,135.545969
おおい町,福井県,35.48111111,135.6177778
若狭町,福井県,35.54888889,135.9083333
甲府市,山梨県,35.66222222,138.5683333
富士吉田市,山梨県,35.4875,138.8080556
都留市,山梨県,35.55138889,138.9055556
山梨市,山梨県,35.69333333,138.6872222
大月市,山梨県,35.61055556,138.94
韮崎市,山梨県,35.70888889,138.4463889
南アルプス市,山梨県,35.60833333,138.465
北杜市,山梨県,35.77666667,138.4236111
甲斐市,山梨県,35.66083333,138.5158333
笛吹市,山梨県,35.64722222,138.64
上野原市,山梨県,35.63027778,139.1086111
甲州市,山梨県,35.70416666,138.7294444
中央市,山梨県,35.59972222,138.5172222
市川三郷町,山梨県,35.56527778,138.5022222
早川町,山梨県,35.41277778,138.3630556
身延町,山梨県,35.4675,138.4425
南部町,山梨県,35.2425,138.4861111
富士川町,山梨県,35.56111111,138.4613889
昭和町,山梨県,35.62805556,138.535
道志村,山梨県,35.52805556,139.0336111
西桂町,山梨県,35.52416667,138.8469444
忍野村,山梨県,35.46,138.8477778
山中湖村,山梨県,35.41055556,138.8608333
鳴沢村,山梨県,35.48138889,138.7066667
富士河口湖町,山梨県,35.49722222,138.755
小菅村,山梨県,35.76027778,138.9402778
丹波山村,山梨県,35.78972222,138.9222222
長野市,長野県,36.64861111,138.1944444
松本市,長野県,36.23805556,137.9719444
上田市,長野県,36.40194444,138.2491667
岡谷市,長野県,36.06694444,138.0494444
飯田市,長野県,35.51472222,137.8219444
諏訪市,長野県,36.03916667,138.1141667
須坂市,長野県,36.65111111,138.3069444
小諸市,長野県,36.32694444,138.4261111
伊那市,長野県,35.8275,137.9538889
駒ヶ根市,長野県,35.72888889,137.9338889
中野市,長野県,36.74194444,138.3694444
大町市,長野県,36.50305556,137.8508333
飯山市,長野県,36.85166667,138.3655556
茅野市,長野県,35.99555556,138.1588889
塩尻市,長野県,36.115,137.9536111
佐久市,長野県,36.24888889,138.4769444
千曲市,長野県,36.530707,138.114895
東御市,長野県,36.35944444,138.3305556
安曇野市,長野県,36.303933,137.905755
小海町,長野県,36.095,138.4836111
川上村,長野県,35.97555556,138.5783333
南牧村,長野県,36.02083333,138.4922222
南相木村,長野県,36.03611111,138.5469444
北相木村,長野県,36.05916667,138.5511111
佐久穂町,長野県,36.16111111,138.4833333
軽井沢町,長野県,36.34833333,138.5969444
御代田町,長野県,36.322732,138.506505
立科町,長野県,36.27194444,138.3161111
青木村,長野県,36.37,138.1286111
長和町,長野県,36.269903,138.258071
下諏訪町,長野県,36.06972222,138.0802778
富士見町,長野県,35.91472222,138.2408333
原村,長野県,35.96444444,138.2175
辰野町,長野県,35.9825,137.9875
箕輪町,長野県,35.915,137.9819444
飯島町,長野県,35.67638889,137.9194444
南箕輪村,長野県,35.87277778,137.9752778
中川村,長野県,35.63444444,137.9461111
宮田村,長野県,35.76888889,137.9444444
松川町,長野県,35.59722222,137.9097222
高森町,長野県,35.55138889,137.8786111
阿南町,長野県,35.32361111,137.8161111
阿智村,長野県,35.44388889,137.7475
平谷村,長野県,35.32333333,137.6302778
根羽村,長野県,35.255296,137.581784
下條村,長野県,35.3975,137.7861111
売木村,長野県,35.27111111,137.7111111
天龍村,長野県,35.27638889,137.8544444
泰阜村,長野県,35.37722222,137.8458333
喬木村,長野県,35.51388889,137.8738889
豊丘村,長野県,35.55138889,137.8958333
大鹿村,長野県,35.57833333,138.0341667
上松町,長野県,35.782187,137.693235
南木曽町,長野県,35.60361111,137.6088889
木祖村,長野県,35.93638889,137.7830556
王滝村,長野県,35.80944444,137.5511111
大桑村,長野県,35.68277778,137.665
木曽町,長野県,35.8425,137.6916667
麻績村,長野県,36.45611111,138.0452778
生坂村,長野県,36.42527778,137.9275
山形村,長野県,36.16805556,137.8788889
朝日村,長野県,36.129115,137.867267
筑北村,長野県,36.402654,138.011775
池田町,長野県,36.42138889,137.8747222
松川村,長野県,36.42416667,137.8544444
白馬村,長野県,36.69833333,137.8622222
小谷村,長野県,36.77916667,137.9083333
坂城町,長野県,36.46194444,138.1802778
小布施町,長野県,36.69777778,138.3122222
高山村,長野県,36.67972222,138.3630556
山ノ内町,長野県,36.74472222,138.4125
木島平村,長野県,36.85861111,138.4066667
野沢温泉村,長野県,36.92277778,138.4405556
信濃町,長野県,36.80638889,138.2069444
小川村,長野県,36.61694444,137.9744444
飯綱町,長野県,36.755,138.2355556
栄村,長野県,36.9875,138.5775
岐阜市,岐阜県,35.426201,136.759937
大垣市,岐阜県,35.35944444,136.6127778
高山市,岐阜県,36.14583333,137.2522222
多治見市,岐阜県,35.33277778,137.1322222
関市,岐阜県,35.49583333,136.9177778
中津川市,岐阜県,35.4875,137.5005556
美濃市,岐阜県,35.54472222,136.9075
瑞浪市,岐阜県,35.36194444,137.2544444
羽島市,岐阜県,35.32,136.7033333
恵那市,岐阜県,35.44944444,137.4127778
美濃加茂市,岐阜県,35.44027778,137.0155556
土岐市,岐阜県,35.3525,137.1833333
各務原市,岐阜県,35.39888889,136.8486111
可児市,岐阜県,35.42583333,137.0611111
山県市,岐阜県,35.50611111,136.7813889
瑞穂市,岐阜県,35.39194444,136.6908333
飛騨市,岐阜県,36.23833333,137.1861111
本巣市,岐阜県,35.48305556,136.6786111
郡上市,岐阜県,35.74861111,136.9644444
下呂市,岐阜県,35.80583333,137.2441667
海津市,岐阜県,35.22055556,136.6366667
岐南町,岐阜県,35.38972222,136.7827778
笠松町,岐阜県,35.36722222,136.7633333
養老町,岐阜県,35.30833333,136.5613889
垂井町,岐阜県,35.366268,136.537944
関ケ原町,岐阜県,35.36527778,136.4672222
神戸町,岐阜県,35.4175,136.6086111
輪之内町,岐阜県,35.285,136.6375
安八町,岐阜県,35.33555556,136.6655556
揖斐川町,岐阜県,35.48694444,136.5680556
大野町,岐阜県,35.47055556,136.6275
池田町,岐阜県,35.44222222,136.5730556
北方町,岐阜県,35.435721,136.684408
坂祝町,岐阜県,35.42666667,136.9852778
富加町,岐阜県,35.48472222,136.9797222
川辺町,岐阜県,35.48666667,137.0705556
七宗町,岐阜県,35.54388889,137.12
八百津町,岐阜県,35.47611111,137.1416667
白川町,岐阜県,35.58222222,137.1883333
東白川村,岐阜県,35.6425,137.3238889
御嵩町,岐阜県,35.43444444,137.1308333
白川村,岐阜県,36.27083333,136.8986111
静岡市,静岡県,34.97555556,138.3827778
静岡市 葵区,静岡県,34.97527778,138.3830556
静岡市 駿河区,静岡県,34.96055556,138.4041667
静岡市 清水区,静岡県,35.01583333,138.4897222
浜松市,静岡県,34.71083333,137.7266667
浜松市 中区,静岡県,34.71111111,137.7266667
浜松市 東区,静岡県,34.74138889,137.7916667
浜松市 西区,静岡県,34.69277778,137.6452778
浜松市 南区,静岡県,34.66722222,137.7522222
浜松市 北区,静岡県,34.80611111,137.6511111
浜松市 浜北区,静岡県,34.79305556,137.79
浜松市 天竜区,静岡県,34.87277778,137.8161111
沼津市,静岡県,35.09555556,138.8636111
熱海市,静岡県,35.09611111,139.0716667
三島市,静岡県,35.11861111,138.9186111
富士宮市,静岡県,35.22222222,138.6213889
伊東市,静岡県,34.96583333,139.1019444
島田市,静岡県,34.83638889,138.1761111
富士市,静岡県,35.16138889,138.6763889
磐田市,静岡県,34.71777778,137.8513889
焼津市,静岡県,34.86694444,138.3230556
掛川市,静岡県,34.76861111,137.9983333
藤枝市,静岡県,34.8675,138.2577778
御殿場市,静岡県,35.30861111,138.935
袋井市,静岡県,34.75027778,137.925
下田市,静岡県,34.67944444,138.9452778
裾野市,静岡県,35.17388889,138.9066667
湖西市,静岡県,34.71861111,137.5316667
伊豆市,静岡県,34.97666667,138.9469444
御前崎市,静岡県,34.63805556,138.1280556
菊川市,静岡県,34.75777778,138.0841667
伊豆の国市,静岡県,35.02777778,138.9288889
牧之原市,静岡県,34.74,138.2247222
東伊豆町,静岡県,34.77277778,139.0413889
河津町,静岡県,34.75722222,138.9875
南伊豆町,静岡県,34.65055556,138.8591667
松崎町,静岡県,34.75305556,138.7788889
西伊豆町,静岡県,34.77166667,138.7752778
函南町,静岡県,35.08888888,138.9533333
清水町,静岡県,35.09916667,138.9027778
長泉町,静岡県,35.13777778,138.8972222
小山町,静岡県,35.36,138.9875
吉田町,静岡県,34.77083333,138.2519444
川根本町,静岡県,35.04694444,138.0816667
森町,静岡県,34.83555556,137.9272222
名古屋市,愛知県,35.18166667,136.9063889
名古屋市 千種区,愛知県,35.16638889,136.9463889
名古屋市 東区,愛知県,35.17944444,136.9261111
名古屋市 北区,愛知県,35.19416667,136.9116667
名古屋市 西区,愛知県,35.18916666,136.89
名古屋市 中村区,愛知県,35.16861111,136.8730556
名古屋市 中区,愛知県,35.16861111,136.9102778
名古屋市 昭和区,愛知県,35.15027778,136.9341667
名古屋市 瑞穂区,愛知県,35.13166667,136.935
名古屋市 熱田区,愛知県,35.12833333,136.9105556
名古屋市 中川区,愛知県,35.14166667,136.855
名古屋市 港区,愛知県,35.10777778,136.8855556
名古屋市 南区,愛知県,35.095,136.9311111
名古屋市 守山区,愛知県,35.20333333,136.9766667
名古屋市 緑区,愛知県,35.07083333,136.9522222
名古屋市 名東区,愛知県,35.17583333,137.0102778
名古屋市 天白区,愛知県,35.12277778,136.975
豊橋市,愛知県,34.76916667,137.3913889
岡崎市,愛知県,34.95472222,137.1730556
一宮市,愛知県,35.30416667,136.8025
瀬戸市,愛知県,35.22333333,137.0841667
半田市,愛知県,34.8925,136.9377778
春日井市,愛知県,35.2475,136.9722222
豊川市,愛知県,34.82694444,137.3758333
津島市,愛知県,35.17722222,136.7413889
碧南市,愛知県,34.88472222,136.9936111
刈谷市,愛知県,34.98916667,137.0025
豊田市,愛知県,35.08333333,137.1563889
安城市,愛知県,34.95861426,137.0802809
西尾市,愛知県,34.86194444,137.0619444
蒲郡市,愛知県,34.82638889,137.2197222
犬山市,愛知県,35.37861111,136.9441667
常滑市,愛知県,34.88666667,136.8325
江南市,愛知県,35.33222222,136.8708333
小牧市,愛知県,35.290311,136.910948
稲沢市,愛知県,35.24805556,136.7802778
新城市,愛知県,34.89916667,137.4986111
東海市,愛知県,35.02305556,136.9025
大府市,愛知県,35.01222222,136.9633333
知多市,愛知県,34.99666667,136.8647222
知立市,愛知県,35.00138889,137.0505556
尾張旭市,愛知県,35.21638889,137.0352778
高浜市,愛知県,34.9275,136.9877778
岩倉市,愛知県,35.28,136.8713889
豊明市,愛知県,35.05388889,137.0127778
日進市,愛知県,35.13194444,137.0394444
田原市,愛知県,34.66916667,137.2636111
愛西市,愛知県,35.15277778,136.7283333
清須市,愛知県,35.19972222,136.8527778
北名古屋市,愛知県,35.24555556,136.8661111
弥富市,愛知県,35.11,136.7247222
みよし市,愛知県,35.08972222,137.0744444
あま市,愛知県,35.20055556,136.7836111
長久手市,愛知県,35.18416667,137.0486111
東郷町,愛知県,35.09694444,137.0525
豊山町,愛知県,35.25083333,136.9122222
大口町,愛知県,35.3325,136.9077778
扶桑町,愛知県,35.35916667,136.9130556
大治町,愛知県,35.175,136.82
蟹江町,愛知県,35.13222222,136.7869444
飛島村,愛知県,35.07888889,136.7913889
阿久比町,愛知県,34.9325,136.9155556
東浦町,愛知県,34.97722222,136.9655556
南知多町,愛知県,34.71527778,136.9297222
美浜町,愛知県,34.77888889,136.9083333
武豊町,愛知県,34.85138889,136.915
幸田町,愛知県,34.86472222,137.1655556
設楽町,愛知県,35.097298,137.571225
東栄町,愛知県,35.07694444,137.6977778
豊根村,愛知県,35.14638889,137.7197222
津市,三重県,34.71861111,136.5055556
四日市市,三重県,34.965,136.6244444
伊勢市,三重県,34.4875,136.7094444
松阪市,三重県,34.57805556,136.5275
桑名市,三重県,35.06222222,136.6838889
鈴鹿市,三重県,34.88222222,136.5841667
名張市,三重県,34.6275,136.1083333
尾鷲市,三重県,34.07083333,136.1911111
亀山市,三重県,34.85583333,136.4516667
鳥羽市,三重県,34.48138889,136.8436111
熊野市,三重県,33.88861111,136.1002778
いなべ市,三重県,35.158426,136.516697
志摩市,三重県,34.32833333,136.8297222
伊賀市,三重県,34.749886,136.142286
木曽岬町,三重県,35.07583333,136.7311111
東員町,三重県,35.07416667,136.5836111
菰野町,三重県,35.02,136.5075
朝日町,三重県,35.03416667,136.6644444
川越町,三重県,35.02305556,136.6738889
多気町,三重県,34.49611111,136.5461111
明和町,三重県,34.54777778,136.6236111
大台町,三重県,34.39333333,136.4080556
玉城町,三重県,34.49027778,136.6308333
度会町,三重県,34.43888889,136.6225
大紀町,三重県,34.35805556,136.4158333
南伊勢町,三重県,34.35194444,136.7038889
紀北町,三重県,34.211458,136.337337
御浜町,三重県,33.81444444,136.0488889
紀宝町,三重県,33.73388889,136.0097222
大津市,滋賀県,35.01777778,135.8547222
彦根市,滋賀県,35.27444444,136.2597222
長浜市,滋賀県,35.380758,136.278384
近江八幡市,滋賀県,35.12833333,136.0980556
草津市,滋賀県,35.01305556,135.96
守山市,滋賀県,35.05888889,135.9944444
栗東市,滋賀県,35.02166667,135.9980556
甲賀市,滋賀県,34.96611111,136.1672222
野洲市,滋賀県,35.0675,136.0258333
湖南市,滋賀県,35.00416667,136.085
高島市,滋賀県,35.35277778,136.0355556
東近江市,滋賀県,35.11277778,136.2077778
米原市,滋賀県,35.315046,136.291402
日野町,滋賀県,35.01805556,136.2461111
竜王町,滋賀県,35.06083333,136.1244444
愛荘町,滋賀県,35.16888889,136.2125
豊郷町,滋賀県,35.20055556,136.23
甲良町,滋賀県,35.20416667,136.2613889
多賀町,滋賀県,35.22194444,136.2922222
京都市,京都府,35.01166667,135.7683333
京都市 北区,京都府,35.04111111,135.7541667
京都市 上京区,京都府,35.02972222,135.7566667
京都市 左京区,京都府,35.04860433,135.7785389
京都市 中京区,京都府,35.01,135.7513889
京都市 東山区,京都府,34.99694444,135.7763889
京都市 下京区,京都府,34.9875,135.7555556
京都市 南区,京都府,34.97666667,135.7466667
京都市 右京区,京都府,35.01027778,135.7158333
京都市 伏見区,京都府,34.93611111,135.7613889
京都市 山科区,京都府,34.9725,135.8136111
京都市 西京区,京都府,34.985,135.6933333
福知山市,京都府,35.29666667,135.1263889
舞鶴市,京都府,35.47472222,135.3861111
綾部市,京都府,35.29888889,135.2586111
宇治市,京都府,34.88444444,135.7997222
宮津市,京都府,35.53555556,135.1955556
亀岡市,京都府,35.01361111,135.5738889
城陽市,京都府,34.85305556,135.78
向日市,京都府,34.94861111,135.6983333
長岡京市,京都府,34.92666667,135.6955556
八幡市,京都府,34.87555556,135.7077778
京田辺市,京都府,34.81444444,135.7677778
京丹後市,京都府,35.62416667,135.0611111
南丹市,京都府,35.10722222,135.47
木津川市,京都府,34.73694444,135.8208333
大山崎町,京都府,34.90277778,135.6886111
久御山町,京都府,34.88138889,135.7327778
井手町,京都府,34.79861111,135.8033333
宇治田原町,京都府,34.845154,135.868238
笠置町,京都府,34.76055556,135.9394444
和束町,京都府,34.79583333,135.905
精華町,京都府,34.76083333,135.7858333
南山城村,京都府,34.77277778,135.9938889
京丹波町,京都府,35.169997,135.419305
伊根町,京都府,35.67527777,135.2727778
与謝野町,京都府,35.56527778,135.1527778
大阪市,大阪府,34.69388889,135.5022222
大阪市 都島区,大阪府,34.70138889,135.5280556
大阪市 福島区,大阪府,34.69222222,135.4722222
大阪市 此花区,大阪府,34.68305556,135.4522222
大阪市 西区,大阪府,34.67638889,135.4861111
大阪市 港区,大阪府,34.66388889,135.4608333
大阪市 大正区,大阪府,34.65027778,135.4727778
大阪市 天王寺区,大阪府,34.65777778,135.5194444
大阪市 浪速区,大阪府,34.65944444,135.4997222
大阪市 西淀川区,大阪府,34.71138889,135.4561111
大阪市 東淀川区,大阪府,34.74111111,135.5294444
大阪市 東成区,大阪府,34.67,135.5411111
大阪市 生野区,大阪府,34.65361111,135.5344444
大阪市 旭区,大阪府,34.72138889,135.5441667
大阪市 城東区,大阪府,34.70194444,135.5461111
大阪市 阿倍野区,大阪府,34.63861111,135.5186111
大阪市 住吉区,大阪府,34.60361111,135.5005556
大阪市 東住吉区,大阪府,34.62194444,135.5269444
大阪市 西成区,大阪府,34.635,135.4944444
大阪市 淀川区,大阪府,34.72111111,135.4866667
大阪市 鶴見区,大阪府,34.70444444,135.5741667
大阪市 住之江区,大阪府,34.60944444,135.4827778
大阪市 平野区,大阪府,34.62111111,135.5461111
大阪市 北区,大阪府,34.70555556,135.51
大阪市 中央区,大阪府,34.68111111,135.5097222
堺市,大阪府,34.57333333,135.4830556
堺市 堺区,大阪府,34.57333333,135.4830556
堺市 中区,大阪府,34.52833333,135.4988889
堺市 東区,大阪府,34.53805556,135.5363889
堺市 西区,大阪府,34.535,135.4638889
堺市 南区,大阪府,34.48638889,135.4902778
堺市 北区,大阪府,34.56555556,135.5172222
堺市 美原区,大阪府,34.53861111,135.5608333
岸和田市,大阪府,34.46027778,135.3711111
豊中市,大阪府,34.78138889,135.47
池田市,大阪府,34.82166667,135.4286111
吹田市,大阪府,34.75944444,135.5169444
泉大津市,大阪府,34.50444444,135.4102778
高槻市,大阪府,34.84611111,135.6172222
貝塚市,大阪府,34.43777778,135.3586111
守口市,大阪府,34.735811,135.561724
枚方市,大阪府,34.81444444,135.6508333
茨木市,大阪府,34.81638889,135.5686111
八尾市,大阪府,34.62694444,135.6008333
泉佐野市,大阪府,34.40666667,135.3275
富田林市,大阪府,34.49916667,135.5972222
寝屋川市,大阪府,34.76611111,135.6280556
河内長野市,大阪府,34.45833333,135.5641667
松原市,大阪府,34.57805556,135.5516667
大東市,大阪府,34.71194444,135.6233333
和泉市,大阪府,34.48361111,135.4236111
箕面市,大阪府,34.82694444,135.4705556
柏原市,大阪府,34.57916667,135.6286111
羽曳野市,大阪府,34.55777778,135.6061111
門真市,大阪府,34.73916667,135.5869444
摂津市,大阪府,34.77722222,135.5622222
高石市,大阪府,34.52055556,135.4422222
藤井寺市,大阪府,34.57472222,135.5975
東大阪市,大阪府,34.67944444,135.6008333
泉南市,大阪府,34.36583333,135.2736111
四條畷市,大阪府,34.74,135.6394444
